,ID,Name,Age,OVA,Nationality,Club,BP,POT,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,PAC,SHO,PAS,DRI,DEF,PHY
15002,252368,M. Aničić,30,65,Bosnia Herzegovina,Atiker Konyaspor,CB,65,26,26,70,58,30,32,56,34,64,41,62,54,46,66,42,60,71,66,79,21,50,61,23,29,44,66,66,71,68,58,33,45,38,67,70
4368,204492,P. Breier,28,65,Germany,FC Hansa Rostock,ST,65,57,66,61,56,62,68,63,58,54,65,69,69,68,65,67,66,74,83,72,62,54,32,65,57,51,66,30,29,23,69,64,57,67,33,71
2365,189160,G. McCleary,32,65,Jamaica,Reading,RM,65,62,62,55,62,65,66,65,61,55,66,72,72,67,66,64,71,73,52,72,63,55,38,63,64,67,59,48,50,43,72,64,61,66,47,64
4303,204211,P. Papp,30,65,Romania,Universitatea Craiova,CB,65,63,44,74,67,43,43,52,49,64,54,57,66,58,59,59,68,70,61,75,48,64,65,45,33,51,71,64,66,64,62,50,57,49,66,69
15938,255285,A. Șeroni,33,65,Romania,FC Botoşani,CB,65,35,35,65,45,26,40,24,38,35,39,52,58,48,62,65,33,76,57,90,35,82,57,41,40,33,53,65,65,62,55,34,39,43,63,79
2376,189208,C. Sheridan,31,65,Republic of Ireland,Wisła Płock,ST,65,45,63,66,63,57,61,43,44,58,60,66,82,56,62,55,66,72,63,83,61,65,16,64,63,66,63,27,19,15,75,63,57,60,25,74
4367,204489,S. Elbers,28,65,Netherlands,FC Hermannstadt,RM,65,57,62,44,59,53,70,51,55,48,66,81,84,78,62,76,64,56,68,49,61,63,30,58,53,46,66,44,29,24,83,61,55,70,35,57
4227,203754,M. Zeitz,29,65,Germany,1. FC Saarbrücken,CDM,65,49,50,62,64,56,60,51,46,64,61,55,55,54,60,65,66,60,79,67,61,68,61,50,60,56,63,60,64,61,55,56,59,60,62,70
7629,224327,S. Leuko,26,65,Cameroon,Waasland-Beveren,RB,65,61,42,56,58,51,55,63,39,53,60,73,77,74,57,82,71,59,83,66,50,60,60,52,45,41,55,59,59,61,75,50,55,60,59,69
2899,193124,T. Konrad,29,65,Germany,VfL Osnabrück,CB,65,20,22,62,39,28,25,25,21,26,34,67,67,63,64,61,57,75,59,75,23,64,64,18,43,31,65,69,67,63,67,30,32,35,66,69
4998,208549,A. Rose,30,65,Australia,Vancouver Whitecaps FC,CB,65,48,50,71,64,51,58,44,48,62,65,58,72,61,68,62,71,72,84,74,64,73,62,59,56,57,61,58,62,57,66,58,57,61,61,76
1376,176599,M. Franco,36,65,Uruguay,Centro Atlético Fénix,ST,65,59,70,63,60,60,61,49,49,50,67,70,67,68,65,62,60,55,70,68,59,57,60,65,51,65,59,59,29,28,68,65,55,64,48,66
4386,204541,G. Carmona,34,65,Peru,Sport Huancayo,RB,65,58,36,60,56,27,53,37,39,49,54,70,60,60,59,43,57,62,74,79,34,54,67,47,41,40,49,59,69,67,65,40,51,54,65,72
2181,187379,F. Ponce,31,65,Mexico,Deportivo Pasto,CAM,65,57,59,45,64,32,63,61,68,55,66,73,72,68,61,60,68,56,63,58,66,49,46,62,66,58,62,36,47,44,72,61,62,64,43,57
1822,183420,Cordero,32,65,Spain,FC Cartagena,CM,65,54,56,63,70,35,61,61,56,68,63,64,60,68,63,71,72,72,61,67,58,70,67,59,70,53,58,54,60,57,62,59,65,63,60,66
7022,221459,L. Villagra,29,65,Paraguay,Nacional Asunción,ST,65,59,63,63,60,52,62,72,71,52,65,68,69,69,66,65,69,68,61,78,67,38,23,60,59,70,55,22,12,19,69,65,60,64,23,65
690,155964,S. McDonald,36,65,Australia,Brisbane Roar,CAM,65,59,62,62,66,62,66,60,53,62,65,66,64,77,67,80,65,72,65,71,61,56,42,68,67,68,68,28,46,43,65,63,63,68,41,67
3765,200980,S. Lawless,29,65,Scotland,Burton Albion,RM,65,63,59,38,62,53,64,65,43,58,64,71,71,82,59,91,66,92,84,59,62,45,57,58,62,65,65,58,59,59,71,61,61,67,56,64
4451,204892,D. Schütz,29,65,Austria,SKN St. Pölten,LM,65,63,60,56,64,58,63,71,63,61,61,90,80,92,52,90,66,92,72,41,64,59,37,57,55,64,64,39,59,58,85,62,62,66,48,55
3042,193958,L. Brown,29,65,England,Portsmouth,LB,65,60,47,61,62,45,58,64,62,59,60,67,68,64,58,77,70,76,82,78,55,61,58,49,57,65,66,64,64,62,68,54,60,60,62,76
5018,208637,M. Lais,29,65,Germany,SV Wehen Wiesbaden,CDM,65,53,58,54,65,46,64,52,39,61,66,80,78,76,65,74,47,79,70,58,55,66,64,54,63,60,62,64,61,60,79,55,60,66,62,64
6345,216015,N. Moiraghi,35,65,Argentina,Club Atlético Tigre,CB,65,35,30,65,53,23,38,39,27,61,52,41,53,44,61,59,55,67,35,71,25,75,70,21,32,64,62,66,65,64,48,35,44,45,66,63
3240,197592,M. Salem,35,65,United Arab Emirates,Al Ain FC,CB,65,36,28,67,50,32,42,28,28,52,47,52,55,43,63,39,54,79,63,79,22,65,65,34,46,32,55,63,65,66,54,33,45,45,65,72
1312,175105,W. Palacios,29,65,Honduras,Stoke City,CB,65,70,51,70,70,58,69,54,68,70,68,66,53,67,75,76,72,77,34,73,56,85,65,64,61,69,,66,70,68,59,58,67,69,68,66
9955,234293,A. Tanaka,32,65,Japan,HJK Helsinki,LW,65,60,56,52,62,50,64,54,62,60,65,79,80,87,61,79,68,70,70,56,60,59,52,67,63,46,65,55,58,54,80,59,61,67,55,61
6304,215695,L. Nielsen,32,65,Denmark,Lyngby BK,CB,65,27,31,71,55,29,30,30,21,41,42,55,52,41,58,54,35,61,63,75,21,67,59,39,34,39,61,60,69,67,53,31,40,37,64,70
3265,197907,M. Sansores,29,65,Mexico,Mazatlán FC,ST,65,45,71,66,62,52,62,45,48,52,63,62,68,69,67,64,65,78,63,60,60,41,34,65,50,57,54,30,32,25,65,66,53,63,35,58
9951,234283,S. Skarlatidis,29,65,Germany,1. FC Kaiserslautern,LM,65,60,58,35,60,59,66,68,67,57,65,83,76,87,60,88,68,71,80,44,63,58,18,57,57,53,59,39,28,21,79,61,60,69,29,57
15888,255169,J. Recalde,28,65,Paraguay,Olimpia Asunción,ST,65,34,75,58,61,72,70,55,65,30,66,63,65,55,59,64,60,61,55,70,57,35,15,61,48,61,50,18,12,20,64,67,48,66,20,59
882,163530,J. Clément,33,65,France,AS Nancy Lorraine,CDM,65,59,56,63,71,52,57,51,54,64,70,42,34,57,64,61,66,70,53,62,59,54,67,44,57,61,71,65,64,62,38,58,63,61,65,59
1129,169978,R. Beerens,32,65,Netherlands,Vitesse,RM,65,70,58,34,67,66,66,69,61,56,65,64,63,63,61,72,55,59,49,47,59,41,24,66,70,58,69,28,24,23,63,58,66,65,26,47
10807,237350,K. Larson B,28,65,Sweden,IK Sirius,RB,65,59,34,50,59,27,58,34,30,55,57,72,67,74,60,71,31,70,84,66,32,73,62,48,51,39,59,61,58,63,69,34,54,60,59,72
8377,228216,O. Fisher,28,65,Jamaica,DC United,RB,65,55,29,50,62,40,64,57,37,61,64,75,72,79,63,75,47,52,62,46,32,72,62,58,50,44,60,63,64,61,73,36,57,66,62,56
6291,215615,Maikel Mesa,29,65,Spain,UD Las Palmas,ST,65,62,61,66,66,59,64,63,56,63,63,70,71,72,65,68,70,70,72,75,62,65,64,66,69,56,65,59,65,64,71,63,65,65,63,72
15474,253812,R. Andreutti,33,65,Venezuela,Caracas FC,CDM,65,45,39,59,65,36,48,39,38,57,70,71,67,74,59,81,43,46,81,69,51,66,58,49,58,48,47,65,64,58,69,43,56,59,62,70
696,156165,M. Mills,32,65,England,Forest Green Rovers,CB,65,34,39,66,57,26,32,32,41,58,50,46,48,55,58,45,52,68,61,79,33,74,60,31,47,45,55,64,64,61,47,40,49,42,63,73
225,49756,J. Poulsen,35,65,Denmark,Melbourne Victory,CM,65,68,62,52,68,61,60,71,72,66,67,39,40,57,67,63,64,66,58,64,60,61,62,57,62,76,60,59,56,49,40,62,67,62,57,62
3276,197953,E. O'Kane,29,65,Republic of Ireland,Luton Town,CDM,65,61,48,47,70,28,66,48,52,67,67,65,65,68,65,76,61,67,68,51,55,58,64,57,66,56,65,59,62,59,65,52,65,67,60,57
4051,202662,S. Lewerenz,29,65,Germany,Viktoria Köln,RW,65,61,66,42,61,51,70,63,57,50,64,78,72,81,62,79,54,64,64,56,57,47,41,60,61,54,64,18,19,18,75,60,59,69,25,57
329,111590,L. FeeneyB,33,65,England,Tranmere Rovers,RM,65,72,53,47,63,58,67,67,53,60,64,75,78,75,61,70,63,54,75,68,60,49,54,61,60,51,56,50,56,54,77,57,63,67,53,65
3335,198257,S. Sinovic,33,65,United States,New England Revolution,LB,65,58,38,55,65,38,62,65,55,59,64,52,57,61,65,66,56,36,72,64,32,65,64,41,54,37,59,70,66,62,55,41,60,63,65,65
1298,173796,De Lucas,33,65,Spain,FC Voluntari,CM,65,57,56,42,71,50,64,68,68,64,67,54,60,68,64,68,65,60,65,60,58,57,61,62,64,66,56,61,64,53,57,59,65,66,59,61
3598,199908,F. Brown Forbes,28,65,Costa Rica,Raków Częstochowa,ST,65,57,63,62,56,41,64,47,49,47,64,75,83,56,63,54,67,80,70,87,42,72,46,66,59,56,60,41,42,34,79,58,55,63,44,79
2450,189591,T. Reifeltshammer,31,65,Austria,SV Ried,CB,65,23,11,74,43,33,34,25,13,34,45,47,65,41,60,57,28,63,55,74,12,71,60,28,43,26,65,64,67,65,57,17,35,40,65,68
4014,202465,R. Towell,28,65,Republic of Ireland,Salford City,CM,65,59,57,55,66,56,60,59,63,64,63,68,67,73,67,75,65,68,81,67,64,74,63,59,65,64,64,58,63,59,67,60,64,63,60,72
4455,204920,D. Zbozień,31,65,Poland,Wisła Płock,RB,65,53,52,65,59,47,60,52,36,63,58,75,76,66,59,70,64,84,81,74,38,68,61,55,59,59,65,59,61,61,76,52,57,60,61,75
7071,221665,R. Lindkvist,30,65,Sweden,AIK,LB,65,60,53,54,62,56,60,64,62,57,61,89,91,74,60,62,61,61,79,67,51,66,52,54,57,51,58,61,57,55,90,54,60,62,57,70
4474,205072,D. Pedersen,27,65,Denmark,SK Brann,CDM,65,57,46,62,66,46,60,55,57,64,63,68,65,71,62,71,60,78,78,71,58,65,65,57,59,44,63,61,62,61,66,52,62,63,62,72
3423,198874,Adriano,32,65,Brazil,FC Seoul,ST,65,47,62,61,55,72,60,50,69,49,65,72,70,58,72,72,65,62,47,54,64,49,29,72,53,70,73,34,27,32,71,64,53,63,33,52
7032,221511,E. Markkanen,27,65,Finland,Finland,ST,65,38,62,70,57,62,55,52,53,49,59,61,65,31,58,34,70,58,67,91,64,68,28,64,46,54,56,28,26,25,63,64,49,53,31,79
4253,203877,D. Maatsen,29,65,Netherlands,Stabæk Fotball,RW,65,60,58,55,54,46,67,51,35,42,64,92,92,72,60,72,63,81,77,57,65,44,21,58,57,58,55,47,33,31,92,60,53,67,37,61
4260,203902,A. Luna,28,65,Uruguay,Melbourne City FC,RW,65,63,60,56,64,61,66,80,72,57,67,84,81,81,63,84,74,73,62,32,64,43,23,59,58,64,62,37,36,31,82,64,63,69,35,44
10129,234963,H. Salaberry,33,65,Uruguay,River Plate Montevideo,CB,65,36,25,70,58,21,38,34,37,60,63,63,55,45,64,66,40,83,64,63,28,58,64,29,26,30,52,60,72,65,59,29,45,49,66,63
3053,194076,Airam Cabrera,31,65,Spain,Extremadura UD,ST,65,42,63,64,62,64,61,58,48,56,64,67,69,65,63,59,63,76,68,73,57,51,31,68,61,76,59,25,15,20,68,63,56,62,27,68
3049,194035,N. Miatke,30,65,Germany,FSV Zwickau,LM,65,66,44,55,62,45,66,69,61,59,66,82,77,80,62,82,65,77,71,58,48,71,60,56,51,43,63,59,64,63,79,50,60,68,61,65
495,140253,F. Fonseca,33,65,Mexico,Atlante,ST,65,63,65,68,63,58,63,54,49,59,67,50,62,65,66,45,72,70,69,73,62,72,43,67,63,67,,28,29,20,57,66,61,64,35,72
8299,227810,S. Aasmundsen,30,65,Norway,Mjøndalen IF,CM,65,66,58,45,67,42,63,55,61,64,67,54,64,73,68,77,59,83,80,68,57,63,59,57,68,48,61,58,54,48,60,57,66,66,55,71
2947,193350,B. Başdaş,30,65,Turkey,Hannover 96,CB,65,28,30,71,59,19,38,36,38,44,45,53,54,45,65,41,50,54,54,73,32,75,64,26,35,43,52,66,66,60,54,34,44,42,66,68
2927,193251,C. Schösswendter,31,65,Austria,FC Admira Wacker Mödling,CB,65,26,23,78,56,17,25,16,20,48,52,42,39,35,52,37,39,65,73,80,22,68,62,25,31,35,53,64,68,58,40,26,40,36,66,75
10251,235401,V. Golemić,29,65,Serbia,Crotone,CB,65,28,26,51,32,28,30,26,23,24,49,40,45,38,63,32,36,77,60,76,21,74,69,26,29,35,58,69,69,67,43,28,29,38,67,72
5031,208723,J. Schauerte,31,65,Germany,SC Preußen Münster,RWB,65,63,31,57,63,40,60,59,59,57,64,68,69,72,65,74,48,71,66,63,43,69,63,56,52,54,61,66,64,60,69,40,60,63,63,65
2474,189721,A. Smárason,30,65,Iceland,Lillestrøm SK,CAM,65,62,60,55,64,63,62,65,62,61,66,61,68,67,67,72,74,75,74,76,68,68,55,64,61,68,62,43,53,49,65,65,63,64,50,74
2977,193522,F. Lepore,34,65,Italy,AC Monza,RB,65,65,42,48,66,58,60,61,63,56,64,71,75,66,65,73,65,55,75,59,62,72,59,56,59,55,63,48,55,62,73,53,63,63,54,65
1095,169449,K. Finnbogason,33,65,Iceland,Vejle Boldklub,ST,65,43,67,66,56,56,58,32,55,38,63,60,63,52,69,60,68,70,62,80,60,79,27,68,55,65,65,40,25,25,62,65,49,60,34,75
3608,199963,M. Tandjigora,28,65,Gabon,Os Belenenses,CDM,65,56,43,50,68,27,64,36,67,61,66,75,73,77,70,76,75,80,54,62,50,72,65,47,54,37,67,60,68,50,74,50,60,67,61,63
2993,193608,O. Clarke,28,65,England,Mansfield Town,CDM,65,55,57,56,67,56,64,58,53,63,67,64,60,68,61,71,73,63,88,76,70,78,68,51,56,57,59,60,67,62,62,62,61,66,64,79
10210,235236,I. Jebali,28,65,Tunisia,Odense Boldklub,CAM,65,50,65,56,64,58,71,57,48,55,67,70,71,67,59,62,69,55,67,73,61,56,41,65,68,64,67,46,35,26,71,65,60,68,41,67
2314,188825,A. Kashi,30,65,Algeria,ESTAC Troyes,CDM,65,48,35,42,68,33,61,53,61,65,65,60,49,73,62,71,44,83,56,67,59,73,64,50,60,52,60,62,65,63,54,43,61,64,61,66
13732,246691,A. Ibayashi,29,65,Japan,Sanfrecce Hiroshima,CB,65,51,22,58,64,64,36,61,28,58,51,58,46,48,66,66,24,63,52,68,34,63,71,32,31,46,54,68,66,64,51,29,52,45,67,63
91,8040,D. Rommedahl,34,65,Denmark,RKC Waalwijk,CAM,65,63,64,37,64,64,59,71,62,57,61,82,84,78,72,55,70,66,55,46,67,25,28,74,64,62,,28,27,24,83,66,63,62,28,45
8861,230157,E. Sabo,27,65,Slovakia,Fatih Karagümrük S.K.,ST,65,55,64,58,67,49,60,60,64,63,68,72,77,57,65,45,71,66,78,80,69,77,66,60,63,50,66,40,56,59,75,65,63,62,54,78
1096,169461,M. O'Connor,31,65,Northern Ireland,Salford City,CM,65,59,53,58,68,47,54,64,70,66,65,57,59,66,64,67,72,51,77,78,67,75,62,57,62,63,63,60,59,55,58,60,65,60,59,76
6652,219448,M. Heinloth,28,65,Germany,FC Ingolstadt 04,RB,65,58,29,61,54,29,59,33,34,51,62,67,72,69,63,73,53,79,76,61,37,68,60,45,40,42,60,57,62,62,70,37,50,62,60,67
1450,177488,M. Konrad,32,65,Germany,KFC Uerdingen 05,CB,65,53,54,63,62,55,54,49,51,61,56,50,54,56,62,60,63,72,78,82,55,69,64,44,50,49,64,68,65,64,52,55,56,56,65,78
14394,250907,R. Garcia,26,65,Germany,SV Waldhof Mannheim,LM,65,66,58,37,64,57,66,60,55,58,63,78,80,77,58,77,65,67,63,59,60,29,20,53,53,54,49,25,27,20,79,59,61,66,25,54
2102,186565,S. Wagstaff,30,65,England,Forest Green Rovers,RWB,65,65,57,47,58,54,64,61,51,58,62,76,73,77,58,70,57,76,76,62,52,47,62,60,57,44,54,58,58,56,74,55,59,65,58,63
5111,209334,S. Grether,28,65,Switzerland,FC Luzern,RB,65,65,44,61,61,44,59,43,56,61,65,67,62,61,59,64,61,64,74,64,54,63,60,62,60,58,60,64,64,62,64,51,60,61,63,66
14322,248868,H. Caballero,29,65,Paraguay,Olimpia Asunción,CB,65,42,50,70,75,31,65,30,36,60,70,56,54,56,53,65,66,65,41,68,70,50,77,58,43,44,48,75,60,60,55,56,56,65,69,58
9463,232372,T. Okamoto B,28,65,Japan,Shonan Bellmare,CB,65,65,49,62,63,35,60,39,26,60,63,74,75,74,64,68,55,80,79,70,42,65,63,62,59,30,53,62,64,63,75,48,59,63,63,72
1911,184013,M. Bartley,33,65,England,Livingston FC,CDM,65,53,45,55,63,52,56,44,31,60,58,45,54,74,56,66,49,68,77,81,41,75,64,54,56,41,63,66,66,63,50,46,57,59,64,78
7415,223429,D. Luxbacher,28,65,Austria,SKN St. Pölten,RW,65,60,67,55,65,55,69,64,60,62,68,76,72,80,64,78,65,91,70,60,62,77,60,62,62,52,58,60,64,59,74,64,63,70,61,67
267,53604,G. Greer,36,65,Scotland,Kilmarnock,CB,65,40,26,69,63,25,42,28,38,63,53,30,27,45,52,56,27,55,36,74,23,74,60,30,42,36,57,66,67,65,28,26,51,47,65,64
6718,219759,S. Molina,28,65,Italy,Crotone,RM,65,65,38,55,67,50,68,63,45,63,68,71,76,77,55,79,67,52,80,63,46,46,31,58,59,56,60,68,34,35,74,48,63,69,46,63
1664,181010,L. Broxham,32,65,Australia,Melbourne Victory,CB,65,48,53,55,61,48,55,52,49,59,58,46,41,53,58,73,64,93,92,81,56,79,61,51,51,61,69,61,66,67,43,56,55,57,63,84
3719,200727,Delgado,30,65,Spain,C.D. Castellón,CB,65,37,25,63,60,50,43,46,47,57,54,55,60,62,64,55,49,80,67,71,39,65,69,42,51,59,59,63,64,67,58,36,52,50,65,69
9481,232438,G. Nepomuceno,26,65,Curacao,Oldham Athletic,LM,65,61,63,54,55,66,68,53,44,48,67,77,81,89,60,78,68,36,80,60,60,33,26,58,59,58,51,32,32,28,79,63,55,70,33,58
1661,180903,J. O'Shea,31,65,Republic of Ireland,Brisbane Roar,CAM,65,63,62,30,65,65,67,64,68,63,68,62,68,83,59,82,61,72,78,62,64,59,51,66,73,71,72,53,38,23,65,63,66,69,43,66
1977,184587,T. Kupisz,29,65,Poland,Trapani,RM,65,66,45,54,64,52,63,60,59,61,65,76,76,76,64,71,65,61,78,71,63,66,32,64,50,55,65,49,57,61,76,54,61,65,50,71
5386,210914,F. Rosso,30,65,Argentina,Chacarita Juniors,CB,65,30,30,66,45,29,35,26,27,34,41,41,44,37,57,36,44,48,65,82,26,72,68,25,28,34,66,67,64,62,43,32,35,38,66,74
11444,239637,C. Andriamahitsinoro,30,65,Madagascar,Al Adalah,RW,65,59,62,54,58,58,68,63,67,54,64,91,89,74,64,72,70,54,76,65,64,61,26,64,56,48,50,29,23,22,90,63,58,67,28,66
3695,200539,Gaztañaga,29,65,Spain,FC Viitorul,CDM,65,47,38,56,64,23,48,50,35,61,61,46,48,61,62,52,42,72,74,76,31,59,65,43,57,36,63,63,64,62,47,37,57,54,63,72
14314,248833,Zé Uilton,27,65,Brazil,FC Paços de Ferreira,RW,65,62,62,38,62,54,69,64,35,46,66,74,73,76,65,75,53,59,66,44,53,25,17,62,58,52,54,16,25,21,73,58,58,69,22,46
13179,244801,R. Yamasaki,27,65,Japan,Nagoya Grampus,ST,65,51,66,70,64,66,58,36,38,30,63,41,56,45,65,40,69,48,61,83,61,61,20,69,63,65,50,28,22,21,49,66,53,58,28,71
1667,181120,Chong Te Se,36,65,Korea DPR,Shimizu S-Pulse,ST,65,58,64,68,65,66,61,63,57,58,62,48,69,59,62,56,69,76,64,81,67,75,28,64,67,65,72,38,44,33,60,66,62,61,40,75
2050,186127,C. Evans,31,65,Wales,Fleetwood Town,ST,65,45,66,66,55,64,55,53,65,45,62,61,62,66,67,63,72,74,55,76,62,81,41,69,61,64,66,33,37,35,62,66,53,59,39,72
8407,228327,F. Azemi,27,65,Norway,Stabæk Fotball,ST,65,54,64,60,56,54,62,54,49,51,63,76,80,70,64,70,64,90,63,72,53,61,46,61,51,58,60,25,34,35,78,61,53,64,36,68
2000,184852,A. Lukimya,34,65,DR Congo,KFC Uerdingen 05,CB,65,37,45,71,49,30,34,37,44,41,38,48,53,32,63,47,78,56,50,90,51,81,57,28,28,38,59,63,65,64,51,51,40,37,63,77
3882,201815,J. Riedel,28,65,Germany,FC Hansa Rostock,CB,65,38,35,59,63,40,60,57,32,61,59,68,76,72,64,67,45,81,73,70,21,56,65,47,45,44,61,65,65,66,72,36,52,61,65,69
7768,224983,J. Vidales,28,65,Peru,Melgar FBC,RW,65,62,57,47,63,50,59,61,48,56,66,77,83,81,63,75,61,50,44,44,59,29,21,61,64,61,61,41,30,30,80,58,61,64,33,41
1242,172855,D. Boerrigter,28,65,Netherlands,Celtic,LM,65,66,58,63,67,66,63,68,64,58,65,67,75,71,63,60,72,54,70,70,64,59,33,63,64,68,,33,37,25,71,63,65,64,36,67
7770,225013,M. Čovilo,34,65,Bosnia Herzegovina,FC Lugano,CB,65,54,46,70,63,44,56,43,57,62,63,33,35,34,64,34,54,86,57,90,56,62,69,62,52,49,63,58,69,65,34,50,58,55,65,76
14820,251923,A. Gómez,32,65,Venezuela,AC Mineros de Guayana,CAM,65,52,60,38,69,37,68,48,70,58,70,65,70,66,61,66,55,56,37,61,50,36,50,61,67,46,53,33,59,44,68,55,63,68,46,50
1946,184301,J. Emmanuel-Thomas,29,65,England,Livingston FC,ST,65,62,64,63,59,67,66,49,68,57,64,62,71,62,55,41,70,53,52,81,63,55,31,65,62,72,68,32,33,31,67,66,60,63,35,67
5467,211314,Nico Hidalgo,27,65,Spain,Racing Santander,RM,65,65,59,44,62,35,66,61,51,58,67,78,75,84,59,73,64,70,63,62,65,49,56,58,59,54,60,43,54,51,76,60,61,68,50,60
5312,210488,P. van Ooijen,28,65,Netherlands,KFC Uerdingen 05,RM,65,74,60,44,65,67,71,75,73,65,67,54,69,68,64,72,78,33,66,60,75,55,48,60,63,61,66,41,39,32,62,67,67,69,41,59
1927,184143,A. Jacobsen,30,65,Denmark,SønderjyskE,ST,65,25,66,59,53,57,65,53,50,54,64,69,76,76,68,54,70,71,68,65,55,30,33,66,50,62,65,52,20,22,73,64,47,65,36,59
2062,186172,G. Gunning,27,65,Republic of Ireland,Forest Green Rovers,CB,65,55,39,65,54,33,50,50,56,52,55,62,67,65,54,62,60,80,72,78,48,79,58,44,48,44,55,62,64,62,65,45,53,54,62,77
12763,243683,S. Acka,29,65,Ivory Coast,Universitatea Craiova,CB,65,35,32,62,58,38,36,28,30,43,42,59,61,54,53,62,53,83,72,82,46,75,61,34,36,52,60,62,65,64,60,40,44,42,63,78
2586,190556,D. Powell,29,65,England,Crewe Alexandra,RW,65,57,62,48,61,49,66,54,46,55,63,83,87,71,57,41,67,59,71,71,62,39,23,61,56,56,59,26,34,24,85,62,57,64,30,64
4809,207558,M. Broberg,29,65,Sweden,Örebro SK,RM,65,65,60,54,65,55,64,67,57,61,62,71,73,68,60,62,68,58,68,64,65,58,45,65,62,48,64,51,53,46,72,62,64,64,50,64
1991,184777,E. Herrera,31,65,Mexico,Puebla FC,ST,65,51,66,70,68,61,59,60,51,51,68,34,32,38,68,32,70,74,71,88,62,72,42,69,65,68,66,25,34,24,33,66,60,59,36,80
6610,218738,Ely,28,65,Cape Verde,Gaz Metan Mediaş,CF,65,56,62,51,62,54,61,65,60,52,66,82,75,74,66,67,71,68,62,56,69,50,42,66,62,71,65,45,29,32,78,65,59,64,39,57
6609,218737,Gabriel,32,65,Brazil,Gaz Metan Mediaş,RB,65,58,38,56,61,51,63,38,37,57,58,70,71,72,67,74,56,63,70,69,47,70,54,57,63,56,64,63,66,66,71,46,58,63,62,69
5260,210275,S. Rakowitz,30,65,Austria,TSV Hartberg,RW,65,60,61,38,61,63,68,61,63,55,66,78,74,81,60,87,71,69,54,38,64,57,57,62,65,57,59,47,41,39,76,64,61,69,46,47
1005,167423,C. Llama,30,65,Argentina,Club Atlético Aldosivi,CAM,65,68,61,56,65,60,69,70,72,60,66,69,66,74,61,75,74,52,58,62,68,58,43,62,58,71,66,36,48,45,67,66,64,69,44,60
5492,211453,M. Mohsen,31,65,Egypt,Egypt,ST,65,51,66,68,58,60,67,56,32,41,66,62,65,58,52,58,69,76,67,78,60,71,40,67,52,68,60,44,40,40,64,65,51,65,44,74
516,142270,J. Thomsen,37,65,Denmark,Randers FC,RB,65,66,28,47,65,50,53,61,60,62,61,51,61,61,68,70,67,81,62,69,55,69,68,55,56,41,63,64,65,67,57,44,63,58,64,68
5475,211340,G. Valverde,30,65,Bolivia,Bolivia,CB,65,64,25,63,59,30,57,35,31,58,62,64,59,52,59,70,25,59,85,66,27,70,62,39,35,37,48,71,65,66,61,27,52,59,66,71
1654,180746,A. Durante,38,65,New Zealand,Western United FC,CB,65,32,34,64,58,34,49,42,29,57,53,31,31,44,58,46,32,66,72,84,47,65,67,36,55,36,67,65,65,64,31,36,50,50,65,76
12002,241404,M. Ortíz,29,65,Bolivia,Bolivia,CB,65,29,19,63,64,30,52,25,28,62,50,55,62,48,47,56,39,66,63,70,22,49,62,26,33,34,54,71,70,68,59,25,47,51,68,64
5264,210304,H. Zuck,29,65,Germany,1. FC Kaiserslautern,LM,65,65,34,49,68,60,66,53,39,53,66,73,70,80,64,80,65,63,63,43,58,41,27,63,70,56,58,25,31,36,71,49,63,68,31,49
2551,190425,M. Abdellaoue,31,65,Norway,Sarpsborg 08 FF,ST,65,52,66,59,56,66,64,52,55,35,64,62,65,78,69,79,65,75,78,62,59,48,42,70,43,70,68,29,21,13,64,65,49,66,31,64
3752,200898,A. Crawford,28,65,Scotland,Bolton Wanderers,CAM,65,65,62,52,67,48,67,50,67,64,66,70,72,79,59,76,70,78,74,61,68,64,57,63,65,58,60,58,56,50,71,64,65,68,56,66
633,152107,P. Netzer,34,65,Austria,SCR Altach,CB,65,46,43,72,67,43,55,37,43,62,59,40,41,44,58,53,66,48,52,68,50,73,64,40,58,35,59,63,67,66,41,48,58,55,66,64
2557,190457,K. Tokstad,28,65,Norway,Strømsgodset IF,RW,65,63,59,58,60,59,65,64,58,54,65,76,80,69,58,69,66,58,85,76,62,66,56,60,65,59,66,33,48,46,78,61,61,65,46,75
2562,190489,D. Gustafsson,28,65,Sweden,Lillestrøm SK,RM,65,54,61,42,55,53,66,49,46,49,63,90,92,79,60,80,63,72,79,60,59,48,38,65,50,51,60,55,35,32,91,60,52,67,42,63
167,29552,S. Nakamura,42,65,Japan,Yokohama FC,CAM,65,80,63,28,70,78,66,87,90,68,68,31,29,68,63,66,74,33,34,69,71,30,33,67,71,83,77,40,38,34,30,69,74,67,36,51
7948,225708,R. Castro,30,65,Bolivia,Bolivia,CDM,65,48,30,57,66,31,58,37,35,63,62,64,55,60,65,70,46,64,82,31,29,58,70,44,55,44,58,71,60,57,59,34,57,60,65,51
1908,183997,Yu Dabao,32,65,China PR,Beijing Sinobo Guoan FC,CB,65,50,51,67,62,60,57,55,56,57,63,67,67,64,67,71,68,75,76,77,56,67,64,66,63,55,68,63,63,58,67,57,58,61,63,75
